 1  1  29   0
 1  2  34   0
 1  3  43  36
 1  4  73  63
 1  5  78  63
 1  6  58  52
 1  7  51  18
 1  8  40   0
 1  9  39  14
 1 10  34  10
 1 11  40   8
 1 12  23   4
 1 13 999 999
 1 14  62  14
 1 15  56  33
 1 16 999 999
 1 17  52  25
 1 18 999 999
 1 19  56  11
 1 20  60  41
 1 21  79  62
 1 22  60  32
 1 23 999 999
 1 24  16   0
 1 25 999 999
 1 26  30   8
 1 27 999 999
 1 28  56  17
 1 29 999 999
 1 30  60  15
 1 31  55  17
 2  1 999 999
 2  2 999 999
 2  3 999 999
 2  4 999 999
 2  5 999 999
 2  6  58  42
 2  7 999 999
 2  8 999 999
 2  9 999 999
 2 10 999 999
 2 11  75  47
 2 12  64  49
 2 13  73  53
 2 14 110  36
 2 15 999 999
 2 16 999 999
 2 17  76  37
 2 18  59  32
 2 19  43  30
 2 20 999 999
 2 21  70  34
 2 22  58  21
 2 23  48  18
 2 24  51  20
 2 25  48  20
 2 26  52  20
 2 27  42  18
 2 28  66  19
 2 29  89  70
 3  1 999 999
 3  2  70  24
 3  3  94  42
 3  4 127  76
 3  5  76  12
 3  6  89  13
 3  7 999 999
 3  8  60  28
 3  9  36  24
 3 10  50  45
 3 11  47  42
 3 12  74  57
 3 13  72  37
 3 14  48   0
 3 15 999 999
 3 16  52  12
 3 17  48  29
 3 18  28  12
 3 19  56  28
 3 20  73  34
 3 21  81   6
 3 22  73   0
 3 23  83  24
 3 24  86  14
 3 25 114  65
 3 26 108  66
 3 27 108  58
 3 28 115  17
 3 29 102  31
 3 30 999 999
 3 31  92  52
 4  1  80  38
 4  2  79  42
 4  3  74  21
 4  4  90  48
 4  5  70  42
 4  6  87  56
 4  7  62  22
 4  8  40  13
 4  9  60   0
 4 10  62  25
 4 11 101  16
 4 12  59  20
 4 13  33  14
 4 14  68  48
 4 15  72  46
 4 16  91  50
 4 17  66  34
 4 18  69  30
 4 19  70   6
 4 20  92  31
 4 21  91  48
 4 22  96  60
 4 23  73  52
 4 24  83  38
 4 25  81  34
 4 26  51  10
 4 27  48   7
 4 28  32   0
