 1  1  30  12
 1  2  37  11
 1  3  31  28
 1  4 999 999
 1  5  25  23
 1  6  61  36
 1  7  47   8
 1  8  44   0
 1  9  44   0
 1 10  40  15
 1 11  58  24
 1 12  28  22
 1 13  18   8
 1 14  31  29
 1 15   8   4
 1 16  17   0
 1 17  17   0
 1 18  16   0
 1 19  17   3
 1 20 999 999
 1 21  37  36
 1 22  21  37
 1 23  46  40
 1 24  44  18
 1 25  48   6
 1 26  48  10
 1 27  34   0
 1 28  54   0
 1 29  83  28
 1 30  73  51
 1 31  83  46
 2  1  66  28
 2  2  62  34
 2  3  51  35
 2  4  66  29
 2  5  73  25
 2  6  66  28
 2  7  41  11
 2  8  37  15
 2  9  31   7
 2 10  53  14
 2 11  31  20
 2 12  32  17
 2 13  30  10
 2 14  34   9
 2 15  20   9
 2 16  32  12
 2 17  23  11
 2 18  26   0
 2 19  25  10
 2 20  38  10
 2 21  28   4
 2 22  36   5
 2 23 999 999
 2 24  36   0
 2 25  61  33
 2 26  44  18
 2 27  51  29
 2 28  52  20
 3  1  47  17
 3  2  46   7
 3  3  52  10
 3  4  59   9
 3  5  62  18
 3  6  50  27
 3  7  46  30
 3  8  42  28
 3  9  36   8
 3 10  30   0
 3 11  47  15
 3 12  42  22
 3 13  40  35
 3 14  39  19
 3 15  45  11
 3 16  66  14
 3 17  74  20
 3 18  73  39
 3 19  52  35
 3 20  60  40
 3 21  64  37
 3 22  67  39
 3 23  66  22
 3 24  65  16
 3 25  50   7
 3 26  32   4
 3 27  47  28
 3 28  41  30
 3 29  26  14
 3 30  31  16
 3 31  19   8
 4  1  40  28
 4  2  38  26
 4  3   8   0
 4  4  16   0
 4  5  18   0
 4  6  11   0
 4  7  35  10
 4  8  42  14
 4  9  43  21
 4 10  45  18
 4 11  67  39
 4 12  54  50
 4 13  32  28
 4 14  20  18
 4 15  10   8
 4 16   6   3
 4 17  17   0
 4 18  21   0
 4 19  26   0
 4 20  17   0
 4 21  23   0
 4 22  24   8
 4 23  27  26
 4 24  36   3
 4 25  30  27
 4 26  40  27
 4 27  50   0
 4 28  35   0
 4 29  23  10
 4 30  44  20
 5  1  44  16
 5  2  50  18
 5  3  35  22
 5  4  46  20
 5  5  41  30
 5  6  35  22
 5  7  16  14
 5  8  15  10
 5  9  16   9
 5 10  21   3
 5 11  30  16
 5 12  44  15
 5 13  28  12
 5 14  21  12
 5 15  26  14
 5 16  22   9
 5 17  40  19
 5 18  33  13
 5 19  34  10
 5 20  53  27
 5 21  57  54
 5 22 999 999
 5 23  62  44
 5 24  60  26
 5 25  28  19
 5 26  28  24
 5 27  23  11
 5 28  28  16
 5 29  18  12
 5 30  11   0
 5 31  28   0
 6  1  36  10
 6  2  24   0
 6  3  35  26
 6  4  54  38
 6  5  77  27
 6  6  92  39
 6  7  75  30
 6  8  95  43
 6  9 115  53
 6 10  99  55
 6 11  93  59
 6 12  86  34
 6 13  64  35
 6 14  62  35
 6 15  40  20
 6 16  23  13
 6 17  29   9
 6 18  26   4
 6 19  31   6
 6 20  44  18
 6 21  46  22
 6 22  42  22
 6 23  60  16
 6 24  53  12
 6 25  58  41
 6 26  66  41
 6 27  49  46
 6 28  97  48
 6 29  91  32
 6 30  88  46
 7  1  82  34
 7  2  78  56
 7  3  62  35
 7  4  54  33
 7  5  53  27
 7  6  60  20
 7  7  55  12
 7  8  65  16
 7  9  68  30
 7 10  70  36
 7 11  34  20
 7 12  29  15
 7 13  29  13
 7 14  18  15
 7 15  11  10
 7 16  15   7
 7 17  25  10
 7 18  56 999
 7 19  49 999
 7 20  56   7
 7 21  71  29
 7 22  77  30
 7 23  75  26
 7 24  84  28
 7 25 114  64
 7 26  55  67
 7 27 117  80
 7 28 124  80
 7 29 121  89
 7 30  54  26
 7 31 105  27
 8  1 115  46
 8  2 101  42
 8  3  94  17
 8  4  83  32
 8  5  92  53
 8  6  80  44
 8  7  96  60
 8  8  68  51
 8  9  62  29
 8 10  59  39
 8 11  58  34
 8 12  52  19
 8 13  31   7
 8 14  17   0
 8 15   5   0
 8 16  10   0
 8 17  14   0
 8 18  23   0
 8 19  23   0
 8 20  46  14
 8 21  84  48
 8 22  97  58
 8 23 100  40
 8 24  80  43
 8 25  75  53
 8 26  74  44
 8 27  62  26
 8 28  73  31
 8 29 999 999
 8 30  58   4
 8 31  29  11
 9  1  85  26
 9  2  58  13
 9  3  61  22
 9  4  58  54
 9  5  46  32
 9  6  50  36
 9  7  52  38
 9  8  62  35
 9  9  42  10
 9 10  38   0
 9 11  40   0
 9 12  64  12
 9 13  56  13
 9 14  78  37
